ID	Name	Namespace	Distance
GO:0000049	tRNA binding	molecular_function	6
GO:0000105	histidine biosynthetic process	biological_process	6
GO:0000171	ribonuclease MRP activity	molecular_function	7
GO:0000172	ribonuclease MRP complex	cellular_component	8
GO:0000244	assembly of spliceosomal tri-snRNP	biological_process	8
GO:0000333	telomerase catalytic core complex	cellular_component	11
GO:0000348	mRNA branch site recognition	biological_process	8
GO:0000353	formation of quadruple SL/U4/U5/U6 snRNP	biological_process	8
GO:0000365	mRNA trans splicing, via spliceosome	biological_process	13
GO:0000372	Group I intron splicing	biological_process	12
GO:0000373	Group II intron splicing	biological_process	12
GO:0000395	mRNA 5'-splice site recognition	biological_process	14
GO:0001514	selenocysteine incorporation	biological_process	10
GO:0001558	regulation of cell growth	biological_process	5
GO:0001708	cell fate specification	biological_process	5
GO:0003720	telomerase activity	molecular_function	8
GO:0003729	mRNA binding	molecular_function	6
GO:0003735	structural constituent of ribosome	molecular_function	3
GO:0003824	catalytic activity	molecular_function	2
GO:0004478	methionine adenosyltransferase activity	molecular_function	5
GO:0004526	ribonuclease P activity	molecular_function	8
GO:0005515	protein binding	molecular_function	3
GO:0005634	nucleus	cellular_component	8
GO:0005682	U5 snRNP	cellular_component	11
GO:0005685	U1 snRNP	cellular_component	11
GO:0005686	U2 snRNP	cellular_component	11
GO:0005687	U4 snRNP	cellular_component	11
GO:0005688	U6 snRNP	cellular_component	11
GO:0005690	U4atac snRNP	cellular_component	11
GO:0005691	U6atac snRNP	cellular_component	11
GO:0005692	U11 snRNP	cellular_component	11
GO:0005693	U12 snRNP	cellular_component	11
GO:0005730	nucleolus	cellular_component	8
GO:0005737	cytoplasm	cellular_component	6
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	cellular_component	9
GO:0005840	ribosome	cellular_component	7
GO:0006109	regulation of carbohydrate metabolic process	biological_process	6
GO:0006338	chromatin remodeling	biological_process	8
GO:0006342	chromatin silencing	biological_process	9
GO:0006353	DNA-dependent transcription, termination	biological_process	9
GO:0006364	rRNA processing	biological_process	6
GO:0006396	RNA processing	biological_process	6
GO:0006398	histone mRNA 3'-end processing	biological_process	10
GO:0006401	RNA catabolic process	biological_process	7
GO:0006417	regulation of translation	biological_process	8
GO:0006446	regulation of translational initiation	biological_process	9
GO:0006520	cellular amino acid metabolic process	biological_process	4
GO:0006545	glycine biosynthetic process	biological_process	12
GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	biological_process	8
GO:0006950	response to stress	biological_process	3
GO:0007004	telomere maintenance via telomerase	biological_process	10
GO:0007275	multicellular organismal development	biological_process	3
GO:0008033	tRNA processing	biological_process	10
GO:0008049	male courtship behavior	biological_process	8
GO:0008359	regulation of bicoid mRNA localization	biological_process	6
GO:0008380	RNA splicing	biological_process	9
GO:0008595	anterior/posterior axis specification, embryo	biological_process	8
GO:0008616	queuosine biosynthetic process	biological_process	10
GO:0009048	dosage compensation by inactivation of X chromosome	biological_process	9
GO:0009088	threonine biosynthetic process	biological_process	12
GO:0009098	leucine biosynthetic process	biological_process	11
GO:0009113	purine nucleobase biosynthetic process	biological_process	6
GO:0009372	quorum sensing	biological_process	7
GO:0009405	pathogenesis	biological_process	3
GO:0009877	nodulation	biological_process	5
GO:0010039	response to iron ion	biological_process	6
GO:0010042	response to manganese ion	biological_process	6
GO:0010181	FMN binding	molecular_function	5
GO:0010468	regulation of gene expression	biological_process	6
GO:0010628	positive regulation of gene expression	biological_process	7
GO:0010629	negative regulation of gene expression	biological_process	7
GO:0015030	Cajal body	cellular_component	14
GO:0015797	mannitol transport	biological_process	7
GO:0016458	gene silencing	biological_process	4
GO:0016607	nuclear speck	cellular_component	14
GO:0017070	U6 snRNA binding	molecular_function	7
GO:0017148	negative regulation of translation	biological_process	9
GO:0019079	viral genome replication	biological_process	6
GO:0030308	negative regulation of cell growth	biological_process	6
GO:0030371	translation repressor activity	molecular_function	3
GO:0030488	tRNA methylation	biological_process	10
GO:0030533	triplet codon-amino acid adaptor activity	molecular_function	4
GO:0030621	U4 snRNA binding	molecular_function	7
GO:0030622	U4atac snRNA binding	molecular_function	7
GO:0030624	U6atac snRNA binding	molecular_function	7
GO:0030627	pre-mRNA 5'-splice site binding	molecular_function	7
GO:0030631	pyrrolysine incorporation	biological_process	10
GO:0030677	ribonuclease P complex	cellular_component	7
GO:0030680	dimeric ribonuclease P complex	cellular_component	8
GO:0030681	multimeric ribonuclease P complex	cellular_component	8
GO:0030900	forebrain development	biological_process	4
GO:0030976	thiamine pyrophosphate binding	molecular_function	4
GO:0031419	cobalamin binding	molecular_function	5
GO:0031554	regulation of DNA-dependent transcription, termination	biological_process	6
GO:0032057	negative regulation of translational initiation in response to stress	biological_process	11
GO:0032546	deoxyribonucleoside binding	molecular_function	5
GO:0035068	micro-ribonucleoprotein complex	cellular_component	7
GO:0035195	gene silencing by miRNA	biological_process	11
GO:0040040	thermosensory behavior	biological_process	5
GO:0042382	paraspeckles	cellular_component	14
GO:0042478	regulation of eye photoreceptor cell development	biological_process	7
GO:0042749	regulation of circadian sleep/wake cycle	biological_process	5
GO:0042981	regulation of apoptotic process	biological_process	7
GO:0043022	ribosome binding	molecular_function	4
GO:0043066	negative regulation of apoptotic process	biological_process	8
GO:0043488	regulation of mRNA stability	biological_process	9
GO:0045013	carbon catabolite repression of transcription	biological_process	11
GO:0045131	pre-mRNA branch point binding	molecular_function	7
GO:0045814	negative regulation of gene expression, epigenetic	biological_process	8
GO:0045892	negative regulation of transcription, DNA-dependent	biological_process	8
GO:0045893	positive regulation of transcription, DNA-dependent	biological_process	8
GO:0046336	ethanolamine catabolic process	biological_process	7
GO:0046540	U4/U6 x U5 tri-snRNP complex	cellular_component	11
GO:0046653	tetrahydrofolate metabolic process	biological_process	11
GO:0048037	cofactor binding	molecular_function	3
GO:0048501	signal recognition particle, plasma membrane targeting	cellular_component	9
GO:0048709	oligodendrocyte differentiation	biological_process	8
GO:0050779	RNA destabilization	biological_process	9
GO:0051028	mRNA transport	biological_process	9
GO:0051726	regulation of cell cycle	biological_process	5
GO:0060908	plasmid copy number maintenance	biological_process	5
GO:0060910	negative regulation of DNA replication initiation involved in plasmid copy number maintenance	biological_process	12
GO:0075139	response to host iron concentration	biological_process	7
GO:2000147	positive regulation of cell motility	biological_process	6
