name	term_id	term_name	term_namespace	term_distance
FBcv:0000347	FBcv:0000347	phenotypic class	root	0
FBcv:0001347	FBcv:0001347	phenotype	Fly_phenotype	1
FBcv:0000374	FBcv:0000374	fertile	Fly_phenotype	1
FBcv:0000349	FBcv:0000349	viable	Fly_phenotype	1
FBcv:0000348	FBcv:0000348	wild-type	Fly_phenotype	1
FBcv:0000428	FBcv:0000428	cell size defective	Fly_phenotype	2
FBcv:0000429	FBcv:0000429	cell shape defective	Fly_phenotype	2
FBcv:0000389	FBcv:0000389	paralytic	Fly_phenotype	2
FBcv:0000430	FBcv:0000430	cell polarity defective	Fly_phenotype	2
FBcv:0000434	FBcv:0000434	neurophysiology defective	Fly_phenotype	2
FBcv:0000435	FBcv:0000435	neuroanatomy defective	Fly_phenotype	2
FBcv:0000436	FBcv:0000436	sex-determination defective	Fly_phenotype	2
FBcv:0000437	FBcv:0000437	dosage compensation defective	Fly_phenotype	2
FBcv:0000427	FBcv:0000427	cell growth defective	Fly_phenotype	2
FBcv:0000424	FBcv:0000424	cell death defective	Fly_phenotype	2
FBcv:0000417	FBcv:0000417	flight defective	Fly_phenotype	2
FBcv:0000390	FBcv:0000390	hypoactive	Fly_phenotype	2
FBcv:0000392	FBcv:0000392	hyperactive	Fly_phenotype	2
FBcv:0000394	FBcv:0000394	circadian rhythm defective	Fly_phenotype	2
FBcv:0000400	FBcv:0000400	mating defective	Fly_phenotype	2
FBcv:0000408	FBcv:0000408	stress response defective	Fly_phenotype	2
FBcv:0000681	FBcv:0000681	sensory perception defective	Fly_phenotype	2
FBcv:0000413	FBcv:0000413	phototaxis defective	Fly_phenotype	2
FBcv:0000415	FBcv:0000415	jumping defective	Fly_phenotype	2
FBcv:0000438	FBcv:0000438	electrophoretic variant	Fly_phenotype	2
FBcv:0000439	FBcv:0000439	chemical resistant	Fly_phenotype	2
FBcv:0000440	FBcv:0000440	chemical sensitive	Fly_phenotype	2
FBcv:0000686	FBcv:0000686	axis specification defective	Fly_phenotype	2
FBcv:0000698	FBcv:0000698	embryonic/larval segmentation phenotype	Fly_phenotype	2
FBcv:0000705	FBcv:0000705	sleep defective	Fly_phenotype	2
FBcv:0000706	FBcv:0000706	diapause defective	Fly_phenotype	2
FBcv:0000709	FBcv:0000709	cell number defective	Fly_phenotype	2
FBcv:0000716	FBcv:0000716	cell migration defective	Fly_phenotype	2
FBcv:0001324	FBcv:0001324	endocytosis defective	Fly_phenotype	2
FBcv:0001325	FBcv:0001325	exocytosis defective	Fly_phenotype	2
FBcv:0000683	FBcv:0000683	temperature response defective	Fly_phenotype	2
FBcv:0000671	FBcv:0000671	cell cycle defective	Fly_phenotype	2
