name	term_id	term_name	term_namespace	term_distance
UPA00001	UPA00001	biological process	root	0
UPA00026	UPA00026	metabolism	Unipathway	1
UPA00485	UPA00485	genetic information processing	Unipathway	1
UPA00942	UPA00942	biological regulation	Unipathway	1
UPA01045	UPA01045	xyloglucan degradation	Unipathway	1
UPA00027	UPA00027	xenobiotic metabolism	Unipathway	2
UPA00045	UPA00045	nitrogen metabolism	Unipathway	2
UPA00198	UPA00198	DNA modification	Unipathway	2
UPA00295	UPA00295	antibiotic biosynthesis	Unipathway	2
UPA00298	UPA00298	siderophore metabolism	Unipathway	2
UPA00316	UPA00316	biopolymer metabolism	Unipathway	2
UPA00326	UPA00326	DNA replication	Unipathway	2
UPA00408	UPA00408	ketone metabolism	Unipathway	2
UPA00424	UPA00424	nucleotide biosynthesis	Unipathway	2
UPA00425	UPA00425	nucleoside biosynthesis	Unipathway	2
UPA00426	UPA00426	energy metabolism	Unipathway	2
UPA00432	UPA00432	plant chemical defense	Unipathway	2
UPA00434	UPA00434	hormone metabolism	Unipathway	2
UPA00436	UPA00436	lipid metabolism	Unipathway	2
UPA00445	UPA00445	one-carbon metabolism	Unipathway	2
UPA00454	UPA00454	oligopeptide biosynthesis	Unipathway	2
UPA00459	UPA00459	pheromone biosynthesis	Unipathway	2
UPA00465	UPA00465	secondary metabolite metabolism	Unipathway	2
UPA00476	UPA00476	toxin biosynthesis	Unipathway	2
UPA00479	UPA00479	antifungal biosynthesis	Unipathway	2
UPA00486	UPA00486	nucleotide metabolism	Unipathway	2
UPA00487	UPA00487	polyester biosynthesis	Unipathway	2
UPA00496	UPA00496	metabolic intermediate metabolism	Unipathway	2
UPA00505	UPA00505	glycolipid metabolism	Unipathway	2
UPA00523	UPA00523	heterocycle metabolism	Unipathway	2
UPA00546	UPA00546	cell wall metabolism	Unipathway	2
UPA00550	UPA00550	thermoadapter biosynthesis	Unipathway	2
UPA00567	UPA00567	bioluminescence	Unipathway	2
UPA00596	UPA00596	second messenger metabolism	Unipathway	2
UPA00672	UPA00672	pigment metabolism	Unipathway	2
UPA00680	UPA00680	macrocycle metabolism	Unipathway	2
UPA00698	UPA00698	organic acid metabolism	Unipathway	2
UPA00931	UPA00931	cellular component biogenesis	Unipathway	2
UPA00943	UPA00943	signal transduction	Unipathway	2
UPA00959	UPA00959	phosphorus metabolism	Unipathway	2
UPA00061	UPA00061	alpha-ribazole biosynthesis	Unipathway	3
UPA00066	UPA00066	streptomycin biosynthesis	Unipathway	3
UPA00085	UPA00085	phospholipid metabolism	Unipathway	3
UPA00089	UPA00089	deoxyribonucleotide biosynthesis	Unipathway	3
UPA00091	UPA00091	photosynthesis	Unipathway	3
UPA00092	UPA00092	electron transfer	Unipathway	3
UPA00096	UPA00096	sulfur metabolism	Unipathway	3
UPA00099	UPA00099	phenazine biosynthesis	Unipathway	3
UPA00100	UPA00100	bacilysin biosynthesis	Unipathway	3
UPA00101	UPA00101	candicidin biosynthesis	Unipathway	3
UPA00102	UPA00102	gramicidin S biosynthesis	Unipathway	3
UPA00105	UPA00105	xenobiotic degradation	Unipathway	3
UPA00123	UPA00123	biopolymer modification	Unipathway	3
UPA00127	UPA00127	anthracycline biosynthesis	Unipathway	3
UPA00142	UPA00142	glutathione biosynthesis	Unipathway	3
UPA00147	UPA00147	methane degradation	Unipathway	3
UPA00158	UPA00158	urea cycle	Unipathway	3
UPA00162	UPA00162	vancomycin biosynthesis	Unipathway	3
UPA00168	UPA00168	phosphinothricin biosynthesis	Unipathway	3
UPA00169	UPA00169	beta-lactam biosynthesis	Unipathway	3
UPA00170	UPA00170	trisporate biosynthesis	Unipathway	3
UPA00173	UPA00173	actinorhodin biosynthesis	Unipathway	3
UPA00174	UPA00174	tetracenomycin C biosynthesis	Unipathway	3
UPA00175	UPA00175	granaticin biosynthesis	Unipathway	3
UPA00176	UPA00176	curamycin biosynthesis	Unipathway	3
UPA00178	UPA00178	monensin biosynthesis	Unipathway	3
UPA00179	UPA00179	bacitracin biosynthesis	Unipathway	3
UPA00180	UPA00180	tyrocidine biosynthesis	Unipathway	3
UPA00181	UPA00181	surfactin biosynthesis	Unipathway	3
UPA00184	UPA00184	fortimicin biosynthesis	Unipathway	3
UPA00189	UPA00189	GMP biosynthesis	Unipathway	3
