name	term_id	term_name	term_namespace	term_distance
APO:0000017	APO:0000017	observable	root	0
APO:0000287	APO:0000287	interaction with host/environment	Yeast_phenotype	1
APO:0000066	APO:0000066	cellular processes	Yeast_phenotype	1
APO:0000049	APO:0000049	morphology	Yeast_phenotype	1
APO:0000094	APO:0000094	metabolism and growth	Yeast_phenotype	1
APO:0000217	APO:0000217	essentiality	Yeast_phenotype	1
APO:0000023	APO:0000023	development	Yeast_phenotype	1
APO:0000216	APO:0000216	fitness	Yeast_phenotype	1
APO:0000218	APO:0000218	redox state	Yeast_phenotype	2
APO:0000288	APO:0000288	adhesion	Yeast_phenotype	2
APO:0000289	APO:0000289	response to light	Yeast_phenotype	2
APO:0000291	APO:0000291	formation of anatomical structure	Yeast_phenotype	2
APO:0000292	APO:0000292	secondary metabolite production	Yeast_phenotype	2
APO:0000106	APO:0000106	vegetative growth	Yeast_phenotype	2
APO:0000152	APO:0000152	haploinsufficient	Yeast_phenotype	2
APO:0000295	APO:0000295	conidiation	Yeast_phenotype	2
APO:0000050	APO:0000050	cellular morphology	Yeast_phenotype	2
APO:0000210	APO:0000210	anaerobic metabolism	Yeast_phenotype	2
APO:0000158	APO:0000158	culture appearance	Yeast_phenotype	2
APO:0000274	APO:0000274	prion state	Yeast_phenotype	2
APO:0000222	APO:0000222	chemical compound excretion	Yeast_phenotype	2
APO:0000080	APO:0000080	stress resistance	Yeast_phenotype	2
APO:0000224	APO:0000224	RNA accumulation	Yeast_phenotype	2
APO:0000095	APO:0000095	chemical compound accumulation	Yeast_phenotype	2
APO:0000096	APO:0000096	nutrient utilization	Yeast_phenotype	2
APO:0000073	APO:0000073	intracellular transport	Yeast_phenotype	2
APO:0000209	APO:0000209	protein/peptide distribution	Yeast_phenotype	2
APO:0000271	APO:0000271	RNA modification	Yeast_phenotype	2
APO:0000072	APO:0000072	mitotic cell cycle	Yeast_phenotype	2
APO:0000048	APO:0000048	virulence	Yeast_phenotype	2
APO:0000022	APO:0000022	protein activity	Yeast_phenotype	2
APO:0000321	APO:0000321	phenotypic switching	Yeast_phenotype	2
APO:0000324	APO:0000324	resistance to killing by host cells	Yeast_phenotype	2
APO:0000325	APO:0000325	resistance to phagocytosis	Yeast_phenotype	2
APO:0000110	APO:0000110	competitive fitness	Yeast_phenotype	2
APO:0000031	APO:0000031	sexual cycle	Yeast_phenotype	2
APO:0000030	APO:0000030	lifespan	Yeast_phenotype	2
APO:0000319	APO:0000319	chlamydospore formation	Yeast_phenotype	2
APO:0000329	APO:0000329	induction of host response	Yeast_phenotype	2
APO:0000027	APO:0000027	filamentous growth	Yeast_phenotype	2
APO:0000330	APO:0000330	haploproficient	Yeast_phenotype	2
APO:0000024	APO:0000024	budding	Yeast_phenotype	2
APO:0000131	APO:0000131	protein/peptide modification	Yeast_phenotype	2
APO:0000149	APO:0000149	protein/peptide accumulation	Yeast_phenotype	2
APO:0000113	APO:0000113	viable	Yeast_phenotype	2
APO:0000112	APO:0000112	inviable	Yeast_phenotype	2
APO:0000143	APO:0000143	chromosome/plasmid maintenance	Yeast_phenotype	2
APO:0000111	APO:0000111	viability	Yeast_phenotype	2
APO:0000312	APO:0000312	cell death	Yeast_phenotype	2
APO:0000129	APO:0000129	protein transport	Yeast_phenotype	3
APO:0000208	APO:0000208	chromosome segregation	Yeast_phenotype	3
APO:0000200	APO:0000200	budding pattern	Yeast_phenotype	3
APO:0000326	APO:0000326	desiccation resistance	Yeast_phenotype	3
APO:0000109	APO:0000109	survival rate in stationary phase	Yeast_phenotype	3
APO:0000159	APO:0000159	biofilm formation	Yeast_phenotype	3
APO:0000160	APO:0000160	hyphal growth	Yeast_phenotype	3
APO:0000130	APO:0000130	small molecule transport	Yeast_phenotype	3
APO:0000132	APO:0000132	RNA localization	Yeast_phenotype	3
APO:0000157	APO:0000157	utilization of iron source	Yeast_phenotype	3
APO:0000196	APO:0000196	mating type switching	Yeast_phenotype	3
APO:0000198	APO:0000198	mutation frequency	Yeast_phenotype	3
APO:0000155	APO:0000155	apoptosis	Yeast_phenotype	3
APO:0000144	APO:0000144	telomere length	Yeast_phenotype	3
APO:0000193	APO:0000193	resistance to enzymatic treatment	Yeast_phenotype	3
APO:0000212	APO:0000212	bud morphology	Yeast_phenotype	3
APO:0000294	APO:0000294	utilization of magnesium source	Yeast_phenotype	3
APO:0000296	APO:0000296	organelle distribution	Yeast_phenotype	3
APO:0000306	APO:0000306	conidial germination	Yeast_phenotype	3
APO:0000307	APO:0000307	anaerobic growth	Yeast_phenotype	3
APO:0000310	APO:0000310	growth in exponential phase	Yeast_phenotype	3
APO:0000311	APO:0000311	growth in post-diauxic phase	Yeast_phenotype	3
APO:0000313	APO:0000313	autolysis	Yeast_phenotype	3
APO:0000314	APO:0000314	cell lysis	Yeast_phenotype	3
APO:0000316	APO:0000316	chronological lifespan	Yeast_phenotype	3
APO:0000317	APO:0000317	replicative lifespan	Yeast_phenotype	3
APO:0000320	APO:0000320	germ tube formation	Yeast_phenotype	3
APO:0000327	APO:0000327	hydrostatic pressure resistance	Yeast_phenotype	3
APO:0000293	APO:0000293	utilization of zinc source	Yeast_phenotype	3
APO:0000277	APO:0000277	prion loss	Yeast_phenotype	3
APO:0000276	APO:0000276	prion formation	Yeast_phenotype	3
APO:0000215	APO:0000215	toxin resistance	Yeast_phenotype	3
APO:0000219	APO:0000219	utilization of sulfur source	Yeast_phenotype	3
APO:0000220	APO:0000220	necrotic cell death	Yeast_phenotype	3
APO:0000223	APO:0000223	mating projection morphology	Yeast_phenotype	3
APO:0000225	APO:0000225	mitotic recombination	Yeast_phenotype	3
APO:0000226	APO:0000226	subcellular morphology	Yeast_phenotype	3
APO:0000241	APO:0000241	freeze-thaw resistance	Yeast_phenotype	3
