name	term_id	term_name	term_namespace	term_distance
GO:0003674	GO:0003674	molecular_function	molecular_function	0
GO:0000988	GO:0000988	protein binding transcription factor activity	molecular_function	1
GO:0001071	GO:0001071	nucleic acid binding transcription factor activity	molecular_function	1
GO:0003824	GO:0003824	catalytic activity	molecular_function	1
GO:0004872	GO:0004872	receptor activity	molecular_function	1
GO:0005198	GO:0005198	structural molecule activity	molecular_function	1
GO:0005215	GO:0005215	transporter activity	molecular_function	1
GO:0005488	GO:0005488	binding	molecular_function	1
GO:0009055	GO:0009055	electron carrier activity	molecular_function	1
GO:0016015	GO:0016015	morphogen activity	molecular_function	1
GO:0016209	GO:0016209	antioxidant activity	molecular_function	1
GO:0016247	GO:0016247	channel regulator activity	molecular_function	1
GO:0016530	GO:0016530	metallochaperone activity	molecular_function	1
GO:0030234	GO:0030234	enzyme regulator activity	molecular_function	1
GO:0030545	GO:0030545	receptor regulator activity	molecular_function	1
GO:0031386	GO:0031386	protein tag	molecular_function	1
GO:0036370	GO:0036370	D-alanyl carrier activity	molecular_function	1
GO:0042056	GO:0042056	chemoattractant activity	molecular_function	1
GO:0045182	GO:0045182	translation regulator activity	molecular_function	1
GO:0045499	GO:0045499	chemorepellent activity	molecular_function	1
GO:0045735	GO:0045735	nutrient reservoir activity	molecular_function	1
GO:0060089	GO:0060089	molecular transducer activity	molecular_function	1
GO:0048037	GO:0048037	cofactor binding	molecular_function	2
GO:0048270	GO:0048270	methionine adenosyltransferase regulator activity	molecular_function	2
GO:0050436	GO:0050436	microfibril binding	molecular_function	2
GO:0050605	GO:0050605	superoxide reductase activity	molecular_function	2
GO:0050824	GO:0050824	water binding	molecular_function	2
GO:0050840	GO:0050840	extracellular matrix binding	molecular_function	2
GO:0050997	GO:0050997	quaternary ammonium group binding	molecular_function	2
GO:0051183	GO:0051183	vitamin transporter activity	molecular_function	2
GO:0051184	GO:0051184	cofactor transporter activity	molecular_function	2
GO:0051540	GO:0051540	metal cluster binding	molecular_function	2
GO:0055103	GO:0055103	ligase regulator activity	molecular_function	2
GO:0060090	GO:0060090	binding, bridging	molecular_function	2
GO:0060308	GO:0060308	GTP cyclohydrolase I regulator activity	molecular_function	2
GO:0060589	GO:0060589	nucleoside-triphosphatase regulator activity	molecular_function	2
GO:0061134	GO:0061134	peptidase regulator activity	molecular_function	2
GO:0070026	GO:0070026	nitric oxide binding	molecular_function	2
GO:0070283	GO:0070283	radical SAM enzyme activity	molecular_function	2
GO:0070891	GO:0070891	lipoteichoic acid binding	molecular_function	2
GO:0070917	GO:0070917	inositol phosphoceramide synthase regulator activity	molecular_function	2
GO:0071814	GO:0071814	protein-lipid complex binding	molecular_function	2
GO:0072328	GO:0072328	alkene binding	molecular_function	2
GO:0090079	GO:0090079	translation regulator activity, nucleic acid binding	molecular_function	2
GO:0090484	GO:0090484	drug transporter activity	molecular_function	2
GO:0097099	GO:0097099	structural constituent of albumen	molecular_function	2
GO:0097159	GO:0097159	organic cyclic compound binding	molecular_function	2
GO:0097243	GO:0097243	flavonoid binding	molecular_function	2
GO:0097367	GO:0097367	carbohydrate derivative binding	molecular_function	2
GO:0097493	GO:0097493	structural molecule activity conferring elasticity	molecular_function	2
GO:1901363	GO:1901363	heterocyclic compound binding	molecular_function	2
GO:1901476	GO:1901476	carbohydrate transporter activity	molecular_function	2
GO:1901505	GO:1901505	carbohydrate derivative transporter activity	molecular_function	2
GO:1901567	GO:1901567	fatty acid derivative binding	molecular_function	2
GO:1901681	GO:1901681	sulfur compound binding	molecular_function	2
GO:1990055	GO:1990055	phenylacetaldehyde synthase activity	molecular_function	2
GO:0000035	GO:0000035	acyl binding	molecular_function	2
GO:0000150	GO:0000150	recombinase activity	molecular_function	2
GO:0000384	GO:0000384	first spliceosomal transesterification activity	molecular_function	2
GO:0000386	GO:0000386	second spliceosomal transesterification activity	molecular_function	2
GO:0000989	GO:0000989	transcription factor binding transcription factor activity	molecular_function	2
GO:0000990	GO:0000990	core RNA polymerase binding transcription factor activity	molecular_function	2
GO:0001070	GO:0001070	RNA binding transcription factor activity	molecular_function	2
GO:0001618	GO:0001618	virus receptor activity	molecular_function	2
GO:0001871	GO:0001871	pattern binding	molecular_function	2
GO:0003682	GO:0003682	chromatin binding	molecular_function	2
GO:0003700	GO:0003700	sequence-specific DNA binding transcription factor activity	molecular_function	2
GO:0003735	GO:0003735	structural constituent of ribosome	molecular_function	2
GO:0003823	GO:0003823	antigen binding	molecular_function	2
GO:0004133	GO:0004133	glycogen debranching enzyme activity	molecular_function	2
GO:0004362	GO:0004362	glutathione-disulfide reductase activity	molecular_function	2
GO:0004601	GO:0004601	peroxidase activity	molecular_function	2
GO:0004784	GO:0004784	superoxide dismutase activity	molecular_function	2
GO:0004791	GO:0004791	thioredoxin-disulfide reductase activity	molecular_function	2
GO:0004803	GO:0004803	transposase activity	molecular_function	2
GO:0004857	GO:0004857	enzyme inhibitor activity	molecular_function	2
GO:0004871	GO:0004871	signal transducer activity	molecular_function	2
GO:0005040	GO:0005040	decoy death receptor activity	molecular_function	2
GO:0005055	GO:0005055	laminin receptor activity	molecular_function	2
GO:0005199	GO:0005199	structural constituent of cell wall	molecular_function	2
GO:0005200	GO:0005200	structural constituent of cytoskeleton	molecular_function	2
GO:0005201	GO:0005201	extracellular matrix structural constituent	molecular_function	2
GO:0005212	GO:0005212	structural constituent of eye lens	molecular_function	2
GO:0005213	GO:0005213	structural constituent of chorion	molecular_function	2
GO:0005246	GO:0005246	calcium channel regulator activity	molecular_function	2
GO:0005326	GO:0005326	neurotransmitter transporter activity	molecular_function	2
GO:0005487	GO:0005487	nucleocytoplasmic transporter activity	molecular_function	2
GO:0005515	GO:0005515	protein binding	molecular_function	2
GO:0005549	GO:0005549	odorant binding	molecular_function	2
GO:0008047	GO:0008047	enzyme activator activity	molecular_function	2
GO:0008144	GO:0008144	drug binding	molecular_function	2
GO:0008147	GO:0008147	structural constituent of bone	molecular_function	2
GO:0008265	GO:0008265	Mo-molybdopterin cofactor sulfurase activity	molecular_function	2
GO:0008289	GO:0008289	lipid binding	molecular_function	2
GO:0008307	GO:0008307	structural constituent of muscle	molecular_function	2
GO:0008430	GO:0008430	selenium binding	molecular_function	2
GO:0008641	GO:0008641	small protein activating enzyme activity	molecular_function	2
GO:0008907	GO:0008907	integrase activity	molecular_function	2
GO:0008987	GO:0008987	quinolinate synthetase A activity	molecular_function	2
GO:0009009	GO:0009009	site-specific recombinase activity	molecular_function	2
GO:0009975	GO:0009975	cyclase activity	molecular_function	2
GO:0010280	GO:0010280	UDP-L-rhamnose synthase activity	molecular_function	2
GO:0010576	GO:0010576	metalloenzyme regulator activity	molecular_function	2
GO:0010851	GO:0010851	cyclase regulator activity	molecular_function	2
GO:0015459	GO:0015459	potassium channel regulator activity	molecular_function	2
GO:0015567	GO:0015567	alkane transporter activity	molecular_function	2
GO:0015607	GO:0015607	fatty-acyl-CoA transporter activity	molecular_function	2
GO:0015643	GO:0015643	toxic substance binding	molecular_function	2
GO:0016217	GO:0016217	N-ethylammeline chlorohydrolase activity	molecular_function	2
GO:0016248	GO:0016248	channel inhibitor activity	molecular_function	2
GO:0016490	GO:0016490	structural constituent of peritrophic membrane	molecular_function	2
GO:0016491	GO:0016491	oxidoreductase activity	molecular_function	2
