name	term_id	term_name	term_namespace	term_distance
DOID:4	DOID:4	disease	root	0
DOID:630	DOID:630	genetic disease	Disease_Ontology	1
DOID:7	DOID:7	disease of anatomical entity	Disease_Ontology	1
DOID:0014667	DOID:0014667	disease of metabolism	Disease_Ontology	1
DOID:0050117	DOID:0050117	disease by infectious agent	Disease_Ontology	1
DOID:0080015	DOID:0080015	physical disorder	Disease_Ontology	1
DOID:14566	DOID:14566	disease of cellular proliferation	Disease_Ontology	1
DOID:150	DOID:150	disease of mental health	Disease_Ontology	1
DOID:225	DOID:225	syndrome	Disease_Ontology	1
DOID:0050177	DOID:0050177	monogenic disease	Disease_Ontology	2
DOID:0050468	DOID:0050468	yellow nail syndrome	Disease_Ontology	2
DOID:0050524	DOID:0050524	maturity-onset diabetes of the young	Disease_Ontology	2
DOID:0050545	DOID:0050545	visceral heterotaxy	Disease_Ontology	2
DOID:0050549	DOID:0050549	Saldino-Noonan syndrome	Disease_Ontology	2
DOID:0050567	DOID:0050567	orofacial cleft	Disease_Ontology	2
DOID:0050740	DOID:0050740	Qazi Markouizos syndrome	Disease_Ontology	2
DOID:0050763	DOID:0050763	ARC syndrome	Disease_Ontology	2
DOID:0050764	DOID:0050764	Armfield syndrome	Disease_Ontology	2
DOID:0050769	DOID:0050769	N syndrome	Disease_Ontology	2
DOID:0050782	DOID:0050782	Zollinger-Ellison Syndrome	Disease_Ontology	2
DOID:0050834	DOID:0050834	CHARGE syndrome	Disease_Ontology	2
DOID:0050858	DOID:0050858	Marshall-Smith syndrome	Disease_Ontology	2
DOID:0060037	DOID:0060037	developmental disorder of mental health	Disease_Ontology	2
DOID:0060043	DOID:0060043	sexual disorder	Disease_Ontology	2
DOID:0060071	DOID:0060071	pre-malignant neoplasm	Disease_Ontology	2
DOID:0060072	DOID:0060072	benign neoplasm	Disease_Ontology	2
DOID:0060118	DOID:0060118	thoracic disease	Disease_Ontology	2
DOID:0060158	DOID:0060158	acquired metabolic disease	Disease_Ontology	2
DOID:0080014	DOID:0080014	chromosomal disease	Disease_Ontology	2
DOID:0080016	DOID:0080016	spina bifida	Disease_Ontology	2
DOID:0080040	DOID:0080040	fibrogenesis imperfecta ossium	Disease_Ontology	2
DOID:104	DOID:104	bacterial infectious disease	Disease_Ontology	2
DOID:10426	DOID:10426	Klippel-Feil syndrome	Disease_Ontology	2
DOID:10488	DOID:10488	imperforate anus	Disease_Ontology	2
DOID:10632	DOID:10632	Wolfram syndrome	Disease_Ontology	2
DOID:10892	DOID:10892	hypospadias	Disease_Ontology	2
DOID:10935	DOID:10935	dissociative disorder	Disease_Ontology	2
DOID:10937	DOID:10937	impulse control disorder	Disease_Ontology	2
DOID:11042	DOID:11042	Felty's syndrome	Disease_Ontology	2
DOID:11044	DOID:11044	gastroschisis	Disease_Ontology	2
DOID:11383	DOID:11383	cryptorchidism	Disease_Ontology	2
DOID:1148	DOID:1148	polydactyly	Disease_Ontology	2
DOID:11549	DOID:11549	Adie syndrome	Disease_Ontology	2
DOID:11612	DOID:11612	polycystic ovary syndrome	Disease_Ontology	2
DOID:1166	DOID:1166	palindromic rheumatism	Disease_Ontology	2
DOID:11725	DOID:11725	Cornelia de Lange syndrome	Disease_Ontology	2
DOID:11824	DOID:11824	multicentric reticulohistiocytosis	Disease_Ontology	2
DOID:1234	DOID:1234	gender identity disorder	Disease_Ontology	2
DOID:1287	DOID:1287	cardiovascular system disease	Disease_Ontology	2
DOID:12961	DOID:12961	Poland syndrome	Disease_Ontology	2
DOID:13002	DOID:13002	subclavian steal syndrome	Disease_Ontology	2
DOID:13087	DOID:13087	Lown-Ganong-Levine syndrome	Disease_Ontology	2
DOID:13482	DOID:13482	Proteus syndrome	Disease_Ontology	2
DOID:13677	DOID:13677	SAPHO syndrome	Disease_Ontology	2
DOID:1398	DOID:1398	parasitic infectious disease	Disease_Ontology	2
DOID:14283	DOID:14283	primary hypertrophic osteoarthropathy	Disease_Ontology	2
DOID:14525	DOID:14525	Reye syndrome	Disease_Ontology	2
DOID:14679	DOID:14679	VACTERL association	Disease_Ontology	2
DOID:14731	DOID:14731	Weaver syndrome	Disease_Ontology	2
DOID:14744	DOID:14744	Partington syndrome	Disease_Ontology	2
DOID:14780	DOID:14780	KBG syndrome	Disease_Ontology	2
DOID:14796	DOID:14796	Dubowitz Syndrome	Disease_Ontology	2
DOID:15	DOID:15	reproductive system disease	Disease_Ontology	2
DOID:1510	DOID:1510	personality disorder	Disease_Ontology	2
DOID:1561	DOID:1561	cognitive disorder	Disease_Ontology	2
DOID:1564	DOID:1564	fungal infectious disease	Disease_Ontology	2
DOID:1579	DOID:1579	respiratory system disease	Disease_Ontology	2
