name	term_id	term_name	term_namespace	term_distance
GO:0008150	GO:0008150	biological_process	biological_process	0
GO:0000003	GO:0000003	reproduction	biological_process	1
GO:0001906	GO:0001906	cell killing	biological_process	1
GO:0002376	GO:0002376	immune system process	biological_process	1
GO:0008152	GO:0008152	metabolic process	biological_process	1
GO:0009987	GO:0009987	cellular process	biological_process	1
GO:0022414	GO:0022414	reproductive process	biological_process	1
GO:0022610	GO:0022610	biological adhesion	biological_process	1
GO:0023052	GO:0023052	signaling	biological_process	1
GO:0044699	GO:0044699	single-organism process	biological_process	1
GO:0048511	GO:0048511	rhythmic process	biological_process	1
GO:0050896	GO:0050896	response to stimulus	biological_process	1
GO:0051179	GO:0051179	localization	biological_process	1
GO:0051234	GO:0051234	establishment of localization	biological_process	1
GO:0051704	GO:0051704	multi-organism process	biological_process	1
GO:0065007	GO:0065007	biological regulation	biological_process	1
GO:0032501	GO:0032501	multicellular organismal process	biological_process	1
GO:0032502	GO:0032502	developmental process	biological_process	1
GO:0040007	GO:0040007	growth	biological_process	1
GO:0040011	GO:0040011	locomotion	biological_process	1
GO:0071840	GO:0071840	cellular component organization or biogenesis	biological_process	1
GO:0071554	GO:0071554	cell wall organization or biogenesis	biological_process	2
GO:0071684	GO:0071684	organism emergence from protective structure	biological_process	2
GO:0071704	GO:0071704	organic substance metabolic process	biological_process	2
GO:0072376	GO:0072376	protein activation cascade	biological_process	2
GO:0080189	GO:0080189	primary growth	biological_process	2
GO:0080190	GO:0080190	lateral growth	biological_process	2
GO:0097278	GO:0097278	complement-dependent cytotoxicity	biological_process	2
GO:0042221	GO:0042221	response to chemical stimulus	biological_process	2
GO:0042267	GO:0042267	natural killer cell mediated cytotoxicity	biological_process	2
GO:0042330	GO:0042330	taxis	biological_process	2
GO:0042386	GO:0042386	hemocyte differentiation	biological_process	2
GO:0042445	GO:0042445	hormone metabolic process	biological_process	2
GO:0042698	GO:0042698	ovulation cycle	biological_process	2
GO:0043473	GO:0043473	pigmentation	biological_process	2
GO:0043500	GO:0043500	muscle adaptation	biological_process	2
GO:0044033	GO:0044033	multi-organism metabolic process	biological_process	2
GO:0044085	GO:0044085	cellular component biogenesis	biological_process	2
GO:0044110	GO:0044110	growth involved in symbiotic interaction	biological_process	2
GO:0044111	GO:0044111	development involved in symbiotic interaction	biological_process	2
GO:0044237	GO:0044237	cellular metabolic process	biological_process	2
GO:0044238	GO:0044238	primary metabolic process	biological_process	2
GO:0044419	GO:0044419	interspecies interaction between organisms	biological_process	2
GO:0044700	GO:0044700	single organism signaling	biological_process	2
GO:0044702	GO:0044702	single organism reproductive process	biological_process	2
GO:0044706	GO:0044706	multi-multicellular organism process	biological_process	2
GO:0044707	GO:0044707	single-multicellular organism process	biological_process	2
GO:0044710	GO:0044710	single-organism metabolic process	biological_process	2
GO:0044763	GO:0044763	single-organism cellular process	biological_process	2
GO:0044764	GO:0044764	multi-organism cellular process	biological_process	2
GO:0044765	GO:0044765	single-organism transport	biological_process	2
GO:0044766	GO:0044766	multi-organism transport	biological_process	2
GO:0044767	GO:0044767	single-organism developmental process	biological_process	2
GO:0045058	GO:0045058	T cell selection	biological_process	2
GO:0045321	GO:0045321	leukocyte activation	biological_process	2
GO:0045475	GO:0045475	locomotor rhythm	biological_process	2
GO:0046595	GO:0046595	establishment of pole plasm mRNA localization	biological_process	2
GO:0048066	GO:0048066	developmental pigmentation	biological_process	2
GO:0048589	GO:0048589	developmental growth	biological_process	2
GO:0048610	GO:0048610	cellular process involved in reproduction	biological_process	2
GO:0048646	GO:0048646	anatomical structure formation involved in morphogenesis	biological_process	2
GO:0048647	GO:0048647	polyphenic determination	biological_process	2
GO:0001776	GO:0001776	leukocyte homeostasis	biological_process	2
GO:0001788	GO:0001788	antibody-dependent cellular cytotoxicity	biological_process	2
GO:0001909	GO:0001909	leukocyte mediated cytotoxicity	biological_process	2
GO:0001913	GO:0001913	T cell mediated cytotoxicity	biological_process	2
GO:0002021	GO:0002021	response to dietary excess	biological_process	2
GO:0002200	GO:0002200	somatic diversification of immune receptors	biological_process	2
GO:0002252	GO:0002252	immune effector process	biological_process	2
GO:0002253	GO:0002253	activation of immune response	biological_process	2
GO:0002262	GO:0002262	myeloid cell homeostasis	biological_process	2
GO:0002339	GO:0002339	B cell selection	biological_process	2
GO:0002404	GO:0002404	antigen sampling in mucosal-associated lymphoid tissue	biological_process	2
GO:0002440	GO:0002440	production of molecular mediator of immune response	biological_process	2
GO:0002507	GO:0002507	tolerance induction	biological_process	2
GO:0002520	GO:0002520	immune system development	biological_process	2
GO:0003006	GO:0003006	developmental process involved in reproduction	biological_process	2
GO:0006791	GO:0006791	sulfur utilization	biological_process	2
GO:0006794	GO:0006794	phosphorus utilization	biological_process	2
GO:0006807	GO:0006807	nitrogen compound metabolic process	biological_process	2
GO:0006950	GO:0006950	response to stress	biological_process	2
GO:0006955	GO:0006955	immune response	biological_process	2
GO:0007117	GO:0007117	budding cell bud growth	biological_process	2
GO:0007155	GO:0007155	cell adhesion	biological_process	2
GO:0007275	GO:0007275	multicellular organismal development	biological_process	2
GO:0007389	GO:0007389	pattern specification process	biological_process	2
GO:0007610	GO:0007610	behavior	biological_process	2
GO:0007618	GO:0007618	mating	biological_process	2
GO:0007622	GO:0007622	rhythmic behavior	biological_process	2
GO:0007623	GO:0007623	circadian rhythm	biological_process	2
GO:0007624	GO:0007624	ultradian rhythm	biological_process	2
GO:0008062	GO:0008062	eclosion rhythm	biological_process	2
GO:0008283	GO:0008283	cell proliferation	biological_process	2
GO:0009056	GO:0009056	catabolic process	biological_process	2
GO:0009058	GO:0009058	biosynthetic process	biological_process	2
GO:0009405	GO:0009405	pathogenesis	biological_process	2
GO:0009561	GO:0009561	megagametogenesis	biological_process	2
GO:0009605	GO:0009605	response to external stimulus	biological_process	2
GO:0009607	GO:0009607	response to biotic stimulus	biological_process	2
GO:0009628	GO:0009628	response to abiotic stimulus	biological_process	2
GO:0009653	GO:0009653	anatomical structure morphogenesis	biological_process	2
GO:0009719	GO:0009719	response to endogenous stimulus	biological_process	2
GO:0009758	GO:0009758	carbohydrate utilization	biological_process	2
GO:0009791	GO:0009791	post-embryonic development	biological_process	2
GO:0009838	GO:0009838	abscission	biological_process	2
