sunid	term	fdr	score
47831	2.7.3	0	0
47831	2.7.3.9	0	0
47831	2.7	0	0
47831	2	0	0
160113	6	0	0
160113	6.1.1.2	0	0
160113	6.1.1	0	0
160113	6.1	0	0
51717	2.7.6.3	0	0
51717	2.5.1.15	0	0
51717	2.7.6	2.027e-10	0
51717	2.5.1	1	0
51717	2	1	0
51717	1	0	0
51717	2.7	1	0
51717	2.1.1.13	0	0
51717	2.5	6.915e-15	0
51717	1.17.7.1	0	0
51717	2.1.1.86	0	0
51717	1.17	0	0
51717	2.1.1	3.249e-06	0
51717	2.1	0.001444	0
51717	1.17.7	0	0
51246	6.3.4.14	0	0
51246	4.1.1.21	0	0
51246	6.4.1.1	2.558e-15	0
51246	6.3.3	0.7611	0
51246	2	1	0
51246	6.4.1	1	0
51246	6.4.1.4	1.238e-05	0
51246	6.3.3.1	6.043e-13	0
51246	6.3	0	0
51246	4.1	0.04966	0
51246	4.1.1	0.004926	0
51246	6	0	0
51246	6.4	0	0
51246	2.1.2.2	0	0
51246	6.3.4	0	0
51246	4	1	0
51246	6.3.4.18	0	0
51246	2.1	1	0
51246	2.1.2	0.02166	0
51246	6.3.4.13	0	0
53738	5.4.2.2	1.547e-09	0
53738	5.4.2	0	0
53738	5.4.2.10	0	0
53738	5.4	0	0
53738	5	0	0
53756	2	0	0
53756	5.1	0.4591	0
53756	2.4.1.21	2.416e-12	0
53756	2.4.1.182	5.054e-09	0
53756	2.4	0	0
53756	2.4.1.227	0	0
53756	5.1.3.14	0	0
53756	5.1.3	1.553e-05	0
53756	2.4.1	0	0
53756	2.4.1.17	0.0005678	0
53756	5	1	0
55846	3.2	0.01539	0
55846	3.5.1	0	0
55846	3.5.1.28	0	0
55846	3.5	0	0
55846	3	0	0
55846	3.2.1	3.558e-09	0
55846	3.2.1.96	0	0
50044	2.7.11.25	2.472e-13	0
50044	2.4	1	0
50044	3.1.4.11	3.251e-15	0
50044	2	0	0
50044	2.7.10	0	0
50044	2.4.1.68	0	0
50044	2.7	0	0
50044	3.1.4	6.272e-08	0
50044	3	1	0
50044	2.7.11	0.0001767	0
50044	2.4.1	6.343e-05	0
50044	3.1	0.4052	0
50044	2.7.10.2	0	0
55205	4.2.3	0	0
55205	2.7.1.71	0	0
55205	4.2	0.4731	0
55205	1.1.1.25	0	0
55205	2.5.1	1	0
55205	2	0	0
55205	1	1	0
55205	2.5.1.19	0	0
55205	6.5.1	1	0
55205	2.7	1	0
55205	2.5	0	0
55205	6	1	0
55205	6.5.1.4	0	0
55205	1.1	0.01596	0
55205	4.2.3.4	0	0
55205	4.2.1	0.008955	0
55205	6.5	0	0
55205	4.2.1.10	0	0
55205	4	1	0
55205	2.5.1.7	0	0
55205	2.7.1	0.001493	0
55205	1.1.1	0.002834	0
55957	5.4.2.2	1.461e-09	0
55957	5.4.2	0	0
55957	5.4.2.10	0	0
55957	5.4	0	0
55957	5	0	0
69012	2.7.11.2	0	0
69012	2.7.11	0	0
69012	2.7	0	0
69012	2	0	0
52922	1.2.4.1	5.442e-09	0
52922	2	0	0
52922	1.2.4	0	0
52922	1	0.3443	0
52922	2.2	0	0
52922	1.2	0	0
52922	2.2.1.7	0	0
52922	1.2.7	0	0
52922	2.2.1	1	0
52922	2.2.1.1	4.213e-11	0
48050	1.14.18	0	0
48050	1	0	0
48050	1.14.18.1	0	0
48050	1.14	0	0
46458	1	0	0
46458	2.7.7.65	0	0
46458	1.14.12.17	0	0
46458	2.7.7	0.1027	0
46458	1.14	0	0
46458	2.7	0.8304	0
46458	2	1	0
46458	1.14.12	0	0
55112	2.3	0	0
55112	2.3.1.101	0	0
55112	2	0	0
55112	2.3.1	0	0
47986	2.7.11.1	0	0
47986	3	9.953e-07	0
47986	2.7.11	0	0
47986	3.4	0	0
47986	3.4.22	0	0
47986	2	0.1693	0
47986	3.4.22.36	1.019e-11	0
47986	2.7	1.148e-05	0
56762	1.6.5	1	0
56762	1.6.5.3	0	0
56762	1.12	0	0
56762	1.6	0	0
56762	1	0	0
56762	1.6.99	0	0
56762	1.6.99.5	2.955e-05	0
