ID	Name	Namespace	Distance
DOID:0050161	lower respiratory tract disease	Disease_Ontology	3
DOID:0050177	monogenic disease	Disease_Ontology	2
DOID:0050737	autosomal recessive disease	Disease_Ontology	4
DOID:0050739	autosomal genetic disease	Disease_Ontology	3
DOID:0060071	pre-malignant neoplasm	Disease_Ontology	2
DOID:10241	thalassemia	Disease_Ontology	5
DOID:14566	disease of cellular proliferation	Disease_Ontology	1
DOID:1579	respiratory system disease	Disease_Ontology	2
DOID:2355	anemia	Disease_Ontology	4
DOID:2914	immune system disease	Disease_Ontology	2
DOID:552	pneumonia	Disease_Ontology	5
DOID:630	genetic disease	Disease_Ontology	1
DOID:7	disease of anatomical entity	Disease_Ontology	1
DOID:74	hematopoietic system disease	Disease_Ontology	3
DOID:850	lung disease	Disease_Ontology	4
DOID:8719	in situ carcinoma	Disease_Ontology	3
DOID:0080015	physical disorder	Disease_Ontology	1
DOID:28	endocrine system disease	Disease_Ontology	2
DOID:53	pituitary gland disease	Disease_Ontology	3
DOID:9406	hypopituitarism	Disease_Ontology	4
DOID:0050686	organ system cancer	Disease_Ontology	3
DOID:0060100	musculoskeletal system cancer	Disease_Ontology	4
DOID:162	cancer	Disease_Ontology	2
DOID:3247	rhabdomyosarcoma	Disease_Ontology	7
DOID:4043	skeletal muscle cancer	Disease_Ontology	6
DOID:4045	muscle cancer	Disease_Ontology	5
DOID:4051	alveolar rhabdomyosarcoma	Disease_Ontology	8
DOID:1100	ovarian disease	Disease_Ontology	4
DOID:114	heart disease	Disease_Ontology	3
DOID:1287	cardiovascular system disease	Disease_Ontology	2
DOID:15	reproductive system disease	Disease_Ontology	2
DOID:229	female reproductive system disease	Disease_Ontology	3
DOID:5426	premature ovarian failure	Disease_Ontology	5
DOID:6000	congestive heart failure	Disease_Ontology	4
DOID:0050117	disease by infectious agent	Disease_Ontology	1
DOID:16	integumentary system disease	Disease_Ontology	2
DOID:37	skin disease	Disease_Ontology	3
DOID:8893	psoriasis	Disease_Ontology	4
DOID:2723	dermatitis	Disease_Ontology	4
DOID:2731	vesiculobullous skin disease	Disease_Ontology	4
DOID:440	neuromuscular disease	Disease_Ontology	4
DOID:8502	bullous skin disease	Disease_Ontology	5
DOID:863	nervous system disease	Disease_Ontology	2
DOID:870	neuropathy	Disease_Ontology	3
DOID:913	atrophic muscular disease	Disease_Ontology	5
DOID:0060049	autoimmune disease of urogenital tract	Disease_Ontology	5
DOID:0060056	hypersensitivity reaction disease	Disease_Ontology	3
DOID:12236	primary biliary cirrhosis	Disease_Ontology	6
DOID:3118	hepatobiliary disease	Disease_Ontology	3
DOID:409	liver disease	Disease_Ontology	4
DOID:417	hypersensitivity reaction type II disease	Disease_Ontology	4
DOID:5082	liver cirrhosis	Disease_Ontology	5
DOID:77	gastrointestinal system disease	Disease_Ontology	2
DOID:3093	nervous system cancer	Disease_Ontology	4
DOID:3565	meningioma	Disease_Ontology	6
DOID:3620	central nervous system cancer	Disease_Ontology	5
DOID:0050687	cell type cancer	Disease_Ontology	3
DOID:2994	germ cell cancer	Disease_Ontology	4
DOID:3304	germinoma	Disease_Ontology	5
DOID:3308	embryonal carcinoma	Disease_Ontology	6
DOID:4440	seminoma	Disease_Ontology	6
DOID:688	embryonal cancer	Disease_Ontology	5
DOID:0014667	disease of metabolism	Disease_Ontology	1
DOID:0060031	autoimmune disease of gastrointestinal tract	Disease_Ontology	5
DOID:0080001	bone disease	Disease_Ontology	3
DOID:10608	celiac disease	Disease_Ontology	6
DOID:1074	kidney failure	Disease_Ontology	4
DOID:1091	tooth disease	Disease_Ontology	4
DOID:1123	spondyloarthropathy	Disease_Ontology	6
DOID:1168	familial hyperlipidemia	Disease_Ontology	4
DOID:120	female reproductive organ cancer	Disease_Ontology	5
DOID:1289	neurodegenerative disease	Disease_Ontology	4
DOID:1612	breast cancer	Disease_Ontology	5
DOID:17	musculoskeletal system disease	Disease_Ontology	2
DOID:178	vascular disease	Disease_Ontology	3
DOID:18	urinary system disease	Disease_Ontology	2
DOID:193	reproductive organ cancer	Disease_Ontology	4
DOID:2163	nasal cavity disease	Disease_Ontology	5
DOID:225	syndrome	Disease_Ontology	1
DOID:2377	multiple sclerosis	Disease_Ontology	6
DOID:2825	nose disease	Disease_Ontology	4
DOID:3146	lipid metabolism disorder	Disease_Ontology	3
DOID:3213	demyelinating disease	Disease_Ontology	5
DOID:331	central nervous system disease	Disease_Ontology	3
DOID:3342	bone inflammation disease	Disease_Ontology	4
DOID:3388	periodontal disease	Disease_Ontology	5
DOID:381	arthropathy	Disease_Ontology	5
DOID:403	mouth disease	Disease_Ontology	3
DOID:4481	allergic rhinitis	Disease_Ontology	7
DOID:4483	rhinitis	Disease_Ontology	6
DOID:4676	uremia	Disease_Ontology	5
DOID:5093	thoracic cancer	Disease_Ontology	4
DOID:557	kidney disease	Disease_Ontology	3
