sunid	term	fdr	score
46549	KW:0001	0	105.88
47742	KW:0001	0	120.21
50023	KW:0001	0	170.73
50033	KW:0001	0	105.88
50696	KW:0001	3.134e-07	6.68
52359	KW:0001	0	65.08
52362	KW:0001	0	119.17
52834	KW:0001	0	45.66
53707	KW:0001	0	54.62
54293	KW:0001	0	188.09
54312	KW:0001	0	178.58
54666	KW:0001	0	91.08
54884	KW:0001	0	35.03
55448	KW:0001	0	88.79
55969	KW:0001	0	83.52
56004	KW:0001	0	89.53
56187	KW:0001	0	88.79
56822	KW:0001	0	92.47
63381	KW:0001	0	104.13
81501	KW:0001	0	82.02
90077	KW:0001	0	63.14
102115	KW:0001	0	294.88
102928	KW:0001	0	43.8
103379	KW:0001	0	30.54
142405	KW:0001	0	83.56
46549	KW:0003	0	309.69
51396	KW:0003	0	31.2
54312	KW:0003	0	182.05
54870	KW:0003	0	93.68
54874	KW:0003	0	108.03
54877	KW:0003	0	96.59
54884	KW:0003	3.401e-09	10.23
56236	KW:0003	0	63.78
56771	KW:0003	0	197.35
69337	KW:0003	0	179.32
46549	KW:0004	0	50.21
46553	KW:0004	0	24.96
48151	KW:0004	0	38.89
48154	KW:0004	0	27.17
48311	KW:0004	0	19.8
50696	KW:0004	0	82.66
51972	KW:0004	0	25.85
52017	KW:0004	0	17.76
52652	KW:0004	0	38.46
52931	KW:0004	1.816e-16	17.25
53118	KW:0004	0	11.09
53324	KW:0004	9.123e-11	11.79
53707	KW:0004	0	97.15
53733	KW:0004	0	168.7
53816	KW:0004	0	64.28
53921	KW:0004	0	58.07
54312	KW:0004	0	38.57
54863	KW:0004	0	38.17
54870	KW:0004	0	77.06
54874	KW:0004	0	16.74
54877	KW:0004	1.326e-12	10.36
54884	KW:0004	0	143.98
55125	KW:0004	0	97.59
56015	KW:0004	0	163.81
56229	KW:0004	0	19.8
56236	KW:0004	8.18e-07	6.05
56673	KW:0004	0	22.59
56771	KW:0004	0	31.82
56822	KW:0004	0	39.22
57653	KW:0004	0	36.67
57663	KW:0004	0	23.73
64089	KW:0004	1.285e-09	8.68
64514	KW:0004	0	37.43
74779	KW:0004	0	16.74
81557	KW:0004	0	121.85
88746	KW:0004	1.442e-15	16.83
88771	KW:0004	0	18.42
89361	KW:0004	0	41.49
101768	KW:0004	0	84.24
102115	KW:0004	0	190.83
102118	KW:0004	0	45.55
102581	KW:0004	0	104.65
103211	KW:0004	0	18.33
110388	KW:0004	0	129.43
117458	KW:0004	8.464e-09	11.62
117917	KW:0004	0	64.11
140491	KW:0004	0	46.14
140915	KW:0004	0	28.01
141976	KW:0004	0	165.5
142020	KW:0004	0	74.48
142200	KW:0004	0	19.8
142755	KW:0004	0	105.59
142985	KW:0004	0	45.53
142988	KW:0004	1.816e-16	12.25
143256	KW:0004	1.816e-16	12.25
143549	KW:0004	0	23.67
143976	KW:0004	0	165.66
144031	KW:0004	0	166.68
160336	KW:0004	0	18.33
117857	KW:0005	0	520.28
52773	KW:0006	0	83.33
46463	KW:0007	0	53.99
46553	KW:0007	7.107e-06	6.44
46566	KW:0007	2.386e-09	6.78
46580	KW:0007	1.26e-08	7.17
46597	KW:0007	5.785e-05	4.22
46610	KW:0007	0.0006796	3.7
46627	KW:0007	0	20.48
46739	KW:0007	7.165e-07	5.44
46827	KW:0007	0	19.17
46847	KW:0007	0.0003219	3.8
46935	KW:0007	0.0002634	3.81
46939	KW:0007	0.0006159	3.88
46967	KW:0007	5.9e-06	4.91
46978	KW:0007	0.0005694	3.95
46989	KW:0007	1.097e-05	4.73
47006	KW:0007	2.663e-06	6.07
47028	KW:0007	1.813e-10	7.42
47041	KW:0007	1.178e-07	9.07
47068	KW:0007	1.241e-07	5.97
47114	KW:0007	0	78.7
47134	KW:0007	4.921e-08	6.12
47196	KW:0007	0	18.17
47204	KW:0007	0	24.58
47217	KW:0007	8.999e-10	10.49
47241	KW:0007	1.973e-05	5.02
47371	KW:0007	0	20.37
47392	KW:0007	2.014e-05	4.65
47460	KW:0007	8.668e-07	5.25
47474	KW:0007	4.882e-09	10.63
47478	KW:0007	3.928e-16	9.59
47492	KW:0007	0	36.02
47502	KW:0007	1.109e-12	7.76
47577	KW:0007	2.18e-07	5.56
47617	KW:0007	0	14.87
47662	KW:0007	7.769e-16	9.46
47677	KW:0007	5.975e-05	4.33
47720	KW:0007	6.883e-06	4.95
47875	KW:0007	0	28.65
47939	KW:0007	3.304e-07	8.49
48020	KW:0007	6.289e-05	4.74
48180	KW:0007	7.607e-05	4.7
48257	KW:0007	3.858e-05	4.9
48372	KW:0007	0	21.36
48385	KW:0007	1.331e-12	8.22
48390	KW:0007	1.097e-05	4.73
48393	KW:0007	1.097e-05	4.73
48440	KW:0007	0.0003338	4.48
48446	KW:0007	0	20.09
48453	KW:0007	1.161e-15	8.92
48480	KW:0007	0	20.98
48509	KW:0007	0.0002688	3.75
48596	KW:0007	0	17.64
48679	KW:0007	9.055e-05	4.22
48691	KW:0007	5.785e-05	4.22
49349	KW:0007	5.785e-05	4.35
49360	KW:0007	0	24.26
49448	KW:0007	0.0009676	3.4
49696	KW:0007	2.341e-11	7.72
49753	KW:0007	1.254e-07	6.02
49765	KW:0007	1.654e-05	5.12
49880	KW:0007	3.278e-11	7.74
49932	KW:0007	5.256e-15	9.2
50136	KW:0007	0	16.39
50183	KW:0007	0.0009484	3.64
50708	KW:0007	3.175e-05	4.54
50764	KW:0007	1.097e-05	4.85
50847	KW:0007	0	24.99
50892	KW:0007	1.528e-13	8.53
50917	KW:0007	0.000111	4.15
50975	KW:0007	2.09e-07	7.39
50979	KW:0007	0	16.05
50990	KW:0007	1.097e-05	4.73
50994	KW:0007	5.485e-06	6.85
51191	KW:0007	5.068e-08	8.24
51231	KW:0007	0.0001593	4.08
51431	KW:0007	3.079e-09	7.38
51650	KW:0007	0	38.53
51704	KW:0007	3.169e-06	6.88
51736	KW:0007	0	16.7
51751	KW:0007	5.322e-14	8.69
51913	KW:0007	1.665e-06	5.47
51931	KW:0007	5.976e-05	5.29
52034	KW:0007	0	18.44
52065	KW:0007	6.865e-05	4.26
52088	KW:0007	8.439e-05	4.62
52103	KW:0007	3.38e-11	8.31
52130	KW:0007	0.0005927	3.55
52273	KW:0007	5.737e-11	12.12
52297	KW:0007	3.041e-05	5.38
52325	KW:0007	0.0009676	3.4
52394	KW:0007	0.0006576	3.73
52432	KW:0007	3.573e-07	6.78
52460	KW:0007	5.785e-05	4.22
52491	KW:0007	0	14.58
52724	KW:0007	2.796e-06	5.08
52778	KW:0007	1.773e-07	6.67
52827	KW:0007	4.251e-05	4.46
52862	KW:0007	0	14.41
52901	KW:0007	0.0002075	3.83
53224	KW:0007	3.241e-06	5.85
53397	KW:0007	0.0005054	4.1
53496	KW:0007	0.0001582	4.9
53525	KW:0007	0.0006736	3.52
53547	KW:0007	6.742e-06	6.11
53629	KW:0007	0.0007626	4.02
53660	KW:0007	4.47e-05	4.54
53721	KW:0007	6.537e-05	4.26
53766	KW:0007	4.272e-13	8.46
53785	KW:0007	3.67e-05	4.73
53902	KW:0007	4.938e-05	4.28
54044	KW:0007	0.0001567	4.02
54047	KW:0007	7.66e-05	5.16
54198	KW:0007	1.254e-07	6.02
54250	KW:0007	0.0003181	3.8
54369	KW:0007	0.0005283	3.85
54394	KW:0007	1.989e-05	4.6
54431	KW:0007	1.342e-08	6.54
54496	KW:0007	2.797e-14	8.8
54530	KW:0007	5.785e-05	4.22
54586	KW:0007	1.603e-05	4.75
54720	KW:0007	0.0005749	3.77
54853	KW:0007	0	14.76
54929	KW:0007	0	34.02
54954	KW:0007	3.304e-07	8.49
54967	KW:0007	0	41.17
54985	KW:0007	3.591e-10	8.68
55004	KW:0007	5.785e-05	4.22
55160	KW:0007	2.223e-07	6.79
55308	KW:0007	0	15.15
55339	KW:0007	0	15.34
55456	KW:0007	0.0002784	4.09
55465	KW:0007	1.853e-10	7.33
55505	KW:0007	4.729e-05	4.38
55633	KW:0007	2.842e-10	10.08
55712	KW:0007	5.785e-05	4.35
55719	KW:0007	1.161e-15	14.27
55730	KW:0007	0	14.41
55762	KW:0007	0	16.69
55857	KW:0007	0.0009972	3.37
55875	KW:0007	4.808e-05	4.54
55914	KW:0007	2.035e-06	5.19
55932	KW:0007	0.0008924	3.63
56088	KW:0007	5.785e-05	4.22
56108	KW:0007	2.339e-09	6.9
56251	KW:0007	0.0004834	3.55
56310	KW:0007	6.325e-08	6.03
56318	KW:0007	0.0006308	4.13
56367	KW:0007	3.278e-11	7.74
56530	KW:0007	5.079e-07	6.64
56646	KW:0007	0	23.55
56789	KW:0007	1.825e-10	11.83
56802	KW:0007	0	34.67
56895	KW:0007	0.0004383	3.63
57721	KW:0007	0.0001194	4
57736	KW:0007	0	18.86
57743	KW:0007	6.843e-12	12.92
57775	KW:0007	7.4e-05	4.96
57818	KW:0007	2.035e-06	5.19
57846	KW:0007	3.221e-11	7.43
57851	KW:0007	3.662e-08	5.88
57869	KW:0007	0	23.8
57911	KW:0007	0	19.68
57934	KW:0007	6.507e-05	5.41
58039	KW:0007	2.02e-08	6.2
58109	KW:0007	0	29.68
63412	KW:0007	1.32e-06	6.07
63452	KW:0007	1.771e-06	5.37
63550	KW:0007	3.548e-05	4.49
63571	KW:0007	0.0006607	3.97
63608	KW:0007	6.148e-06	6.02
63749	KW:0007	8.811e-08	6.01
63955	KW:0007	0.0003043	3.82
64269	KW:0007	3.163e-05	4.4
64276	KW:0007	1.097e-05	4.73
64357	KW:0007	0.0005405	3.6
64388	KW:0007	7.296e-06	4.98
64594	KW:0007	1.59e-12	7.89
69126	KW:0007	2.67e-12	7.99
69204	KW:0007	2.924e-06	5.21
69341	KW:0007	0.0001525	4.05
69467	KW:0007	3.08e-06	7.19
69565	KW:0007	0.0006564	3.8
69646	KW:0007	5.785e-05	4.22
74714	KW:0007	1.895e-05	4.71
74771	KW:0007	6.732e-06	4.95
74854	KW:0007	3.026e-15	9.08
75554	KW:0007	0	13.47
75600	KW:0007	1.895e-05	4.71
81279	KW:0007	0.0005418	3.59
81288	KW:0007	1.895e-05	4.71
81289	KW:0007	0.0008234	3.46
81290	KW:0007	0.0007252	3.5
81314	KW:0007	2.386e-07	5.81
81405	KW:0007	4.272e-13	8.46
81418	KW:0007	1.017e-09	10.09
81426	KW:0007	1.318e-08	6.38
81482	KW:0007	0	46.83
81507	KW:0007	1.064e-07	8.76
81589	KW:0007	5.785e-05	4.22
81630	KW:0007	5.785e-05	4.22
81812	KW:0007	0.0003452	4.14
81996	KW:0007	0.0003816	4.1
82279	KW:0007	1.021e-05	6.25
82424	KW:0007	8.836e-14	8.55
82458	KW:0007	0.0003816	4.1
82583	KW:0007	0.0005166	4.24
82705	KW:0007	0	31.48
82755	KW:0007	0.0007353	3.8
82920	KW:0007	0.0003122	4.19
88639	KW:0007	0	27.26
88735	KW:0007	0.0001384	4.5
88741	KW:0007	3.013e-06	5.82
88766	KW:0007	1.929e-08	6.41
89125	KW:0007	0.0008883	3.43
89332	KW:0007	6.883e-06	4.95
89763	KW:0007	2.689e-14	8.96
89818	KW:0007	9.148e-06	6.55
89943	KW:0007	1.318e-08	6.38
90097	KW:0007	0	21.02
90100	KW:0007	6.416e-08	8.38
90210	KW:0007	0.0001813	3.93
90251	KW:0007	5.368e-09	6.73
90254	KW:0007	0	18.89
100908	KW:0007	1.875e-05	4.63
101051	KW:0007	2.49e-08	6.39
101271	KW:0007	2.035e-06	5.19
101279	KW:0007	6.105e-07	5.59
101577	KW:0007	2.351e-08	8.37
101580	KW:0007	2.485e-08	6.34
102566	KW:0007	6.546e-10	8.58
102713	KW:0007	6.988e-05	4.31
102745	KW:0007	1.097e-05	4.73
102755	KW:0007	2.126e-05	4.79
102861	KW:0007	1.097e-05	4.73
102937	KW:0007	2.035e-06	5.19
103187	KW:0007	1.318e-08	6.38
103507	KW:0007	2.905e-09	7.08
103512	KW:0007	0	21.46
109671	KW:0007	6.372e-07	5.61
109725	KW:0007	0.0001198	5.06
109729	KW:0007	9.315e-10	10.84
109733	KW:0007	0	11.73
109776	KW:0007	4.251e-05	4.46
109906	KW:0007	1.237e-06	5.46
110893	KW:0007	2.649e-09	10.33
110943	KW:0007	9.949e-06	5.04
111233	KW:0007	6.507e-05	5.41
111322	KW:0007	3.777e-15	15.04
111358	KW:0007	6.843e-12	12.92
116984	KW:0007	5.555e-09	8.43
117092	KW:0007	2.892e-05	4.58
117157	KW:0007	2.145e-14	9
117220	KW:0007	1.435e-05	6.06
117685	KW:0007	0.0001582	4.9
117711	KW:0007	5.785e-05	4.22
117714	KW:0007	4.66e-05	5.43
118007	KW:0007	5.485e-06	6.85
118204	KW:0007	6.105e-07	5.59
118311	KW:0007	3.772e-07	6.87
118367	KW:0007	1.362e-09	11
118376	KW:0007	5.374e-05	4.39
140107	KW:0007	0	12.85
140629	KW:0007	5.485e-06	6.85
140819	KW:0007	0.0002551	3.88
141154	KW:0007	6.708e-11	7.29
