ID	Name	Namespace	Distance
MP:0000026	abnormal inner ear morphology	Mammalian_phenotype	3
MP:0000034	abnormal inner ear vestibule morphology	Mammalian_phenotype	4
MP:0000035	abnormal membranous labyrinth morphology	Mammalian_phenotype	4
MP:0000049	abnormal middle ear morphology	Mammalian_phenotype	3
MP:0000074	abnormal neurocranium morphology	Mammalian_phenotype	6
MP:0000104	abnormal sphenoid bone morphology	Mammalian_phenotype	7
MP:0000137	abnormal vertebrae morphology	Mammalian_phenotype	5
MP:0000150	abnormal rib morphology	Mammalian_phenotype	5
MP:0000163	abnormal cartilage morphology	Mammalian_phenotype	3
MP:0000266	abnormal heart morphology	Mammalian_phenotype	3
MP:0000272	abnormal aorta morphology	Mammalian_phenotype	6
MP:0000285	abnormal heart valve morphology	Mammalian_phenotype	4
MP:0000428	abnormal craniofacial morphology	Mammalian_phenotype	2
MP:0000431	absent palatine shelf	Mammalian_phenotype	11
MP:0000432	abnormal head morphology	Mammalian_phenotype	3
MP:0000438	abnormal cranium morphology	Mammalian_phenotype	5
MP:0000452	abnormal mouth morphology	Mammalian_phenotype	6
MP:0000454	abnormal jaw morphology	Mammalian_phenotype	7
MP:0000455	abnormal maxilla morphology	Mammalian_phenotype	8
MP:0000458	abnormal mandible morphology	Mammalian_phenotype	8
MP:0000459	abnormal presacral vertebrae morphology	Mammalian_phenotype	6
MP:0000462	abnormal digestive system morphology	Mammalian_phenotype	2
MP:0000550	abnormal forelimb morphology	Mammalian_phenotype	3
MP:0000627	abnormal mammary gland morphology	Mammalian_phenotype	3
MP:0000631	abnormal neuroendocrine gland morphology	Mammalian_phenotype	3
MP:0000633	abnormal pituitary gland morphology	Mammalian_phenotype	4
MP:0000685	abnormal immune system morphology	Mammalian_phenotype	2
MP:0000689	abnormal spleen morphology	Mammalian_phenotype	3
MP:0000690	absent spleen	Mammalian_phenotype	5
MP:0000703	abnormal thymus morphology	Mammalian_phenotype	3
MP:0000705	athymia	Mammalian_phenotype	5
MP:0000759	abnormal skeletal muscle morphology	Mammalian_phenotype	3
MP:0000762	abnormal tongue morphology	Mammalian_phenotype	3
MP:0000778	abnormal nervous system tract morphology	Mammalian_phenotype	3
MP:0000783	abnormal forebrain morphology	Mammalian_phenotype	4
MP:0000787	abnormal telencephalon morphology	Mammalian_phenotype	5
MP:0000801	abnormal temporal lobe morphology	Mammalian_phenotype	7
MP:0000807	abnormal hippocampus morphology	Mammalian_phenotype	6
MP:0000809	absent hippocampus	Mammalian_phenotype	9
MP:0000820	abnormal choroid plexus morphology	Mammalian_phenotype	6
MP:0000822	abnormal brain ventricle morphology	Mammalian_phenotype	5
MP:0000830	abnormal diencephalon morphology	Mammalian_phenotype	5
MP:0000841	abnormal hindbrain morphology	Mammalian_phenotype	4
MP:0000847	abnormal metencephalon morphology	Mammalian_phenotype	5
MP:0000848	abnormal pons morphology	Mammalian_phenotype	5
MP:0000897	abnormal midbrain morphology	Mammalian_phenotype	4
MP:0000899	abnormal corpora quadrigemina morphology	Mammalian_phenotype	8
MP:0000904	abnormal superior colliculus morphology	Mammalian_phenotype	9
MP:0000913	abnormal brain development	Mammalian_phenotype	4
MP:0000933	abnormal rhombomere morphology	Mammalian_phenotype	6
MP:0001270	distended abdomen	Mammalian_phenotype	2
MP:0001297	microphthalmia	Mammalian_phenotype	4
MP:0001431	abnormal eating behavior	Mammalian_phenotype	4
MP:0001438	aphagia	Mammalian_phenotype	6
MP:0001574	abnormal oxygen level	Mammalian_phenotype	4
MP:0001575	cyanosis	Mammalian_phenotype	4
MP:0001614	abnormal blood vessel morphology	Mammalian_phenotype	3
MP:0001663	abnormal digestive system physiology	Mammalian_phenotype	2
MP:0001672	abnormal embryogenesis/ development	Mammalian_phenotype	2
MP:0001752	abnormal hypothalamus secretion	Mammalian_phenotype	4
MP:0001764	abnormal homeostasis	Mammalian_phenotype	2
MP:0001943	abnormal respiration	Mammalian_phenotype	3
MP:0001963	abnormal hearing physiology	Mammalian_phenotype	3
MP:0002069	abnormal consumption behavior	Mammalian_phenotype	3
MP:0002081	perinatal lethality	Mammalian_phenotype	3
MP:0002085	abnormal embryonic tissue morphology	Mammalian_phenotype	3
MP:0002092	abnormal eye morphology	Mammalian_phenotype	2
MP:0002102	abnormal ear morphology	Mammalian_phenotype	2
MP:0002106	abnormal muscle physiology	Mammalian_phenotype	2
MP:0002108	abnormal muscle morphology	Mammalian_phenotype	2
MP:0002109	abnormal limb morphology	Mammalian_phenotype	2
MP:0002113	abnormal skeleton development	Mammalian_phenotype	3
MP:0002114	abnormal axial skeleton morphology	Mammalian_phenotype	3
MP:0002115	abnormal limb bone morphology	Mammalian_phenotype	3
MP:0002116	abnormal craniofacial bone morphology	Mammalian_phenotype	3
MP:0002127	abnormal cardiovascular system morphology	Mammalian_phenotype	2
MP:0002132	abnormal respiratory system morphology	Mammalian_phenotype	2
MP:0002133	abnormal respiratory system physiology	Mammalian_phenotype	2
MP:0002151	abnormal neural tube morphology/development	Mammalian_phenotype	4
MP:0002152	abnormal brain morphology	Mammalian_phenotype	3
MP:0002163	abnormal gland morphology	Mammalian_phenotype	2
MP:0002191	abnormal artery morphology	Mammalian_phenotype	4
MP:0002199	abnormal brain commissure morphology	Mammalian_phenotype	4
MP:0002200	abnormal brain ventricular system morphology	Mammalian_phenotype	4
MP:0002233	abnormal nose morphology	Mammalian_phenotype	3
MP:0002237	abnormal nasal cavity morphology	Mammalian_phenotype	6
MP:0002396	abnormal hematopoietic system morphology/development	Mammalian_phenotype	2
MP:0002428	abnormal semicircular canal morphology	Mammalian_phenotype	5
MP:0002697	abnormal eye size	Mammalian_phenotype	3
MP:0002722	abnormal immune system organ morphology	Mammalian_phenotype	3
MP:0002729	abnormal inner ear canal morphology	Mammalian_phenotype	4
MP:0002746	abnormal semilunar valve morphology	Mammalian_phenotype	5
MP:0002747	abnormal aortic valve morphology	Mammalian_phenotype	6
MP:0002752	abnormal somatic nervous system morphology	Mammalian_phenotype	3
MP:0002823	abnormal rib development	Mammalian_phenotype	4
MP:0002882	abnormal neuron morphology	Mammalian_phenotype	3
MP:0003005	abnormal hippocampal fimbria morphology	Mammalian_phenotype	9
MP:0003036	vertebral transformation	Mammalian_phenotype	6
MP:0003208	abnormal neuromere morphology	Mammalian_phenotype	5
MP:0003235	abnormal alisphenoid bone morphology	Mammalian_phenotype	8
MP:0003245	abnormal GABAergic neuron morphology	Mammalian_phenotype	4
MP:0003344	mammary gland hypoplasia	Mammalian_phenotype	4
MP:0003358	abnormal hypaxial muscle morphology	Mammalian_phenotype	4
MP:0003395	abnormal subclavian artery morphology	Mammalian_phenotype	6
MP:0003631	nervous system phenotype	Mammalian_phenotype	1
MP:0003632	abnormal nervous system morphology	Mammalian_phenotype	2
MP:0003633	abnormal nervous system physiology	Mammalian_phenotype	2
MP:0003686	abnormal eye muscle morphology	Mammalian_phenotype	3
MP:0003723	abnormal long bone morphology	Mammalian_phenotype	4
MP:0003743	abnormal facial morphology	Mammalian_phenotype	4
MP:0003744	abnormal orofacial morphology	Mammalian_phenotype	5
MP:0003755	abnormal palate morphology	Mammalian_phenotype	3
MP:0003756	abnormal hard palate morphology	Mammalian_phenotype	8
MP:0003816	abnormal pituitary gland development	Mammalian_phenotype	7
MP:0003817	abnormal pituitary diverticulum morphology	Mammalian_phenotype	8
MP:0003854	abnormal forelimb stylopod morphology	Mammalian_phenotype	4
MP:0003861	abnormal nervous system development	Mammalian_phenotype	3
MP:0003878	abnormal ear physiology	Mammalian_phenotype	2
MP:0003921	abnormal heart left ventricle morphology	Mammalian_phenotype	5
MP:0003935	abnormal craniofacial development	Mammalian_phenotype	3
MP:0003948	abnormal gas homeostasis	Mammalian_phenotype	3
MP:0004113	abnormal aortic arch morphology	Mammalian_phenotype	8
MP:0004136	abnormal tongue muscle morphology	Mammalian_phenotype	4
MP:0004160	retroesophageal right subclavian artery	Mammalian_phenotype	11
MP:0004163	abnormal adenohypophysis morphology	Mammalian_phenotype	7
MP:0004166	abnormal limbic system morphology	Mammalian_phenotype	5
MP:0004221	abnormal iridocorneal angle	Mammalian_phenotype	6
MP:0004224	absent trabecular meshwork	Mammalian_phenotype	8
MP:0004249	abnormal crista ampullaris morphology	Mammalian_phenotype	7
MP:0004274	abnormal embryonic/fetal subventricular zone morphology	Mammalian_phenotype	4
MP:0004353	abnormal deltoid tuberosity morphology	Mammalian_phenotype	7
MP:0004425	abnormal otolith organ morphology	Mammalian_phenotype	5
MP:0004427	abnormal vestibular labyrinth morphology	Mammalian_phenotype	5
MP:0004508	abnormal pectoral girdle bone morphology	Mammalian_phenotype	4
MP:0004537	abnormal palatine shelf morphology	Mammalian_phenotype	8
MP:0004594	abnormal mandibular coronoid process morphology	Mammalian_phenotype	10
MP:0004624	abnormal thoracic cage morphology	Mammalian_phenotype	4
MP:0004625	abnormal rib attachment	Mammalian_phenotype	5
MP:0004703	abnormal vertebral column morphology	Mammalian_phenotype	4
MP:0004726	abnormal nasal capsule morphology	Mammalian_phenotype	4
MP:0004739	conductive hearing loss	Mammalian_phenotype	6
MP:0004924	abnormal behavior	Mammalian_phenotype	2
MP:0005105	abnormal middle ear ossicle morphology	Mammalian_phenotype	4
MP:0005193	abnormal anterior eye segment morphology	Mammalian_phenotype	3
MP:0005194	abnormal anterior uvea morphology	Mammalian_phenotype	4
MP:0005197	abnormal uvea morphology	Mammalian_phenotype	3
MP:0005198	abnormal aqueous drainage system morphology	Mammalian_phenotype	5
MP:0005203	abnormal trabecular meshwork morphology	Mammalian_phenotype	7
MP:0005247	abnormal extraocular muscle morphology	Mammalian_phenotype	4
MP:0005249	abnormal palatine bone morphology	Mammalian_phenotype	7
MP:0005272	abnormal temporal bone morphology	Mammalian_phenotype	7
MP:0005274	abnormal viscerocranium morphology	Mammalian_phenotype	6
MP:0005277	abnormal brainstem morphology	Mammalian_phenotype	4
MP:0005294	abnormal heart ventricle morphology	Mammalian_phenotype	4
MP:0005296	abnormal humerus morphology	Mammalian_phenotype	5
MP:0005361	small pituitary gland	Mammalian_phenotype	8
MP:0005369	muscle phenotype	Mammalian_phenotype	1
MP:0005371	limbs/digits/tail phenotype	Mammalian_phenotype	1
MP:0005376	homeostasis/metabolism phenotype	Mammalian_phenotype	1
MP:0005377	hearing/vestibular/ear phenotype	Mammalian_phenotype	1
MP:0005378	growth/size/body phenotype	Mammalian_phenotype	1
MP:0005379	endocrine/exocrine gland phenotype	Mammalian_phenotype	1
MP:0005380	embryogenesis phenotype	Mammalian_phenotype	1
MP:0005381	digestive/alimentary phenotype	Mammalian_phenotype	1
MP:0005382	craniofacial phenotype	Mammalian_phenotype	1
MP:0005385	cardiovascular system phenotype	Mammalian_phenotype	1
MP:0005386	behavior/neurological phenotype	Mammalian_phenotype	1
MP:0005387	immune system phenotype	Mammalian_phenotype	1
MP:0005388	respiratory system phenotype	Mammalian_phenotype	1
MP:0005390	skeleton phenotype	Mammalian_phenotype	1
MP:0005391	vision/eye phenotype	Mammalian_phenotype	1
MP:0005394	taste/olfaction phenotype	Mammalian_phenotype	1
