"term_id"	"nAnno"	"nGroup"	"nOverlap"	"zscore"	"pvalue"	"adjp"	"term_name"	"term_namespace"	"term_distance"	"members"
"GO:0007275"	1029	43	43	1.53	0	0	"multicellular organismal development"	"biological_process"	" 2"	"57392,109805,48552,46984,55044,58002,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0048513"	942	43	43	2.59	0	0	"organ development"	"biological_process"	" 3"	"57392,109805,48552,46984,55044,58002,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0048731"	1003	43	43	1.89	0	0	"system development"	"biological_process"	" 3"	"57392,109805,48552,46984,55044,58002,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0034138"	541	43	36	4.52	5.1e-07	0.00027	"toll-like receptor 3 signaling pathway"	"biological_process"	"12"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0002224"	546	43	36	4.46	6.8e-07	0.00027	"toll-like receptor signaling pathway"	"biological_process"	"11"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0002758"	550	43	36	4.41	8.6e-07	0.00027	"innate immune response-activating signal transduction"	"biological_process"	" 8"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0002221"	550	43	36	4.41	8.6e-07	0.00027	"pattern recognition receptor signaling pathway"	"biological_process"	"10"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0030587"	593	43	37	4.2	1.7e-06	3e-04	"sorocarp development"	"biological_process"	" 3"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0031288"	593	43	37	4.2	1.7e-06	3e-04	"sorocarp morphogenesis"	"biological_process"	" 3"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0055084"	593	43	37	4.2	1.7e-06	3e-04	"fruiting body development in response to starvation"	"biological_process"	" 6"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0075259"	593	43	37	4.2	1.7e-06	3e-04	"spore-bearing organ development"	"biological_process"	" 6"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0030582"	593	43	37	4.2	1.7e-06	3e-04	"fruiting body development"	"biological_process"	" 8"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
