Feature_id	Term_id	Score
57196,57184,57184	HP:0200006	0.83
57196,57184,57184	HP:0006494	1.8
57196,57184,57184	HP:0000268	3.2
57196,57184,57184	HP:0001156	1.3
57196,57184,57184	HP:0001831	1.9
57196,57184,57184	HP:0001832	3.2
57196,57184,57184	HP:0002751	4.4
57196,57184,57184	HP:0001991	2
57196,57184,57184	HP:0009767	2.2
57196,57184,57184	HP:0009803	0.56
57196,57184,57184,57196	HP:0001507	1.5
57196,57184,57184,57196	HP:0001574	1.3
57196,57184,57184,57196	HP:0001626	2.6
57196,57184,57184,57196	HP:0000002	1.4
57196,57184,57184,57196	HP:0000951	0.76
57196,57184,57184,57196	HP:0001510	1.2
57196,57184,57184,57196	HP:0001627	1.6
