"term_id"	"nAnno"	"nGroup"	"nOverlap"	"zscore"	"pvalue"	"adjp"	"term_name"	"term_namespace"	"term_distance"	"members"
"GO:0006298"	62	29	5	6.05	1.3e-05	0.00096	"mismatch repair"	"biological_process"	" 8"	"PF00289,PF00310,PF00549,PF01546,PF00106"
"GO:0006281"	88	29	5	4.83	9.7e-05	0.0031	"DNA repair"	"biological_process"	" 6"	"PF00289,PF00310,PF00549,PF01546,PF00106"
"GO:0006974"	92	29	5	4.69	0.00012	0.0031	"response to DNA damage stimulus"	"biological_process"	" 5"	"PF00289,PF00310,PF00549,PF01546,PF00106"
"GO:0033554"	145	29	5	3.34	0.0015	0.027	"cellular response to stress"	"biological_process"	" 3"	"PF00289,PF00310,PF00549,PF01546,PF00106"
"GO:0016051"	119	29	4	2.91	0.0036	0.05	"carbohydrate biosynthetic process"	"biological_process"	" 4"	"PF02902,PF01421,PF00082,PF00085"
"GO:0006950"	186	29	5	2.67	0.0052	0.05	"response to stress"	"biological_process"	" 2"	"PF00289,PF00310,PF00549,PF01546,PF00106"
"GO:0051716"	260	29	6	2.52	0.0066	0.05	"cellular response to stimulus"	"biological_process"	" 2"	"PF00160,PF00289,PF00310,PF00549,PF01546,PF00106"
"GO:0005978"	91	29	3	2.47	0.0081	0.05	"glycogen biosynthetic process"	"biological_process"	" 8"	"PF02902,PF01421,PF00082"
"GO:0006112"	93	29	3	2.42	0.0087	0.05	"energy reserve metabolic process"	"biological_process"	" 5"	"PF02902,PF01421,PF00082"
"GO:0005977"	93	29	3	2.42	0.0087	0.05	"glycogen metabolic process"	"biological_process"	" 6"	"PF02902,PF01421,PF00082"
"GO:0044283"	151	29	4	2.34	0.0098	0.05	"small molecule biosynthetic process"	"biological_process"	" 4"	"PF00160,PF00607,PF05955,PF00872"
"GO:0009250"	98	29	3	2.31	0.01	0.05	"glucan biosynthetic process"	"biological_process"	" 7"	"PF02902,PF01421,PF00082"
"GO:0016053"	99	29	3	2.29	0.011	0.05	"organic acid biosynthetic process"	"biological_process"	" 4"	"PF00607,PF05955,PF00872"
"GO:0046394"	99	29	3	2.29	0.011	0.05	"carboxylic acid biosynthetic process"	"biological_process"	" 6"	"PF00607,PF05955,PF00872"
"GO:0044711"	157	29	4	2.25	0.012	0.05	"single-organism biosynthetic process"	"biological_process"	" 3"	"PF00160,PF00607,PF05955,PF00872"
"GO:0044042"	102	29	3	2.23	0.012	0.05	"glucan metabolic process"	"biological_process"	" 5"	"PF02902,PF01421,PF00082"
"GO:0033692"	103	29	3	2.21	0.012	0.05	"cellular polysaccharide biosynthetic process"	"biological_process"	" 6"	"PF02902,PF01421,PF00082"
